,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0,Team,Playing Time
,Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,Team,MP
0,Raphinha,br BRA,"FW,MF",27-358,16.0,15,1347.0,15.0,11.0,6.0,17.0,10.0,1.0,1.0,1.0,0.0,10.5,9.7,7.6,17.4,51.0,71.0,134.0,0.73,0.4,1.14,0.67,1.07,0.7,0.51,1.21,0.65,1.16,Matches,Barcelona,
1,Iñigo Martínez,es ESP,DF,33-203,15.0,15,1330.0,14.8,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.3,0.3,1.6,1.9,31.0,114.0,2.0,0.0,0.07,0.07,0.0,0.07,0.02,0.11,0.13,0.02,0.13,Matches,Barcelona,
2,Pau Cubarsí,es ESP,DF,17-319,16.0,15,1291.0,14.3,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.7,0.7,0.9,1.7,8.0,82.0,2.0,0.0,0.07,0.07,0.0,0.07,0.05,0.07,0.12,0.05,0.12,Matches,Barcelona,
3,Robert Lewandowski,pl POL,FW,36-107,15.0,15,1248.0,13.9,15.0,2.0,17.0,13.0,2.0,3.0,1.0,0.0,14.1,11.7,2.1,13.8,13.0,27.0,75.0,1.08,0.14,1.23,0.94,1.08,1.02,0.15,1.17,0.85,1.0,Matches,Barcelona,
4,Jules Koundé,fr FRA,DF,26-024,16.0,14,1255.0,13.9,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,0.4,0.4,1.8,2.2,23.0,73.0,83.0,0.07,0.14,0.22,0.07,0.22,0.03,0.13,0.16,0.03,0.16,Matches,Barcelona,
5,Pedri,es ESP,MF,22-011,16.0,14,1172.0,13.0,3.0,2.0,5.0,3.0,0.0,0.0,2.0,0.0,1.3,1.3,2.1,3.4,30.0,97.0,44.0,0.23,0.15,0.38,0.23,0.38,0.1,0.16,0.26,0.1,0.26,Matches,Barcelona,
6,Lamine Yamal,es ESP,FW,17-146,14.0,12,1110.0,12.3,5.0,8.0,13.0,5.0,0.0,0.0,1.0,0.0,4.4,4.4,6.1,10.6,68.0,67.0,169.0,0.41,0.65,1.05,0.41,1.05,0.36,0.5,0.86,0.36,0.86,Matches,Barcelona,
7,Alejandro Balde,es ESP,DF,21-049,14.0,12,1021.0,11.3,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,1.3,1.5,42.0,32.0,91.0,0.0,0.18,0.18,0.0,0.18,0.02,0.11,0.14,0.02,0.14,Matches,Barcelona,
8,Marc Casado,es ESP,MF,21-083,13.0,11,934.0,10.4,0.0,3.0,3.0,0.0,0.0,0.0,4.0,1.0,0.9,0.9,1.3,2.2,5.0,68.0,18.0,0.0,0.29,0.29,0.0,0.29,0.08,0.12,0.21,0.08,0.21,Matches,Barcelona,
9,Iñaki Peña,es ESP,GK,25-279,11.0,10,946.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona,
10,Marc-André ter Stegen,de GER,GK,32-220,6.0,6,494.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona,
11,Ferrán Torres,es ESP,"FW,MF",24-281,10.0,6,434.0,4.8,2.0,2.0,4.0,2.0,0.0,0.0,0.0,1.0,1.6,1.6,0.4,2.0,10.0,13.0,30.0,0.41,0.41,0.83,0.41,0.83,0.34,0.09,0.42,0.34,0.42,Matches,Barcelona,
12,Dani Olmo,es ESP,"MF,FW",26-213,8.0,5,472.0,5.2,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.2,2.2,1.1,3.3,14.0,34.0,39.0,0.95,0.0,0.95,0.95,0.95,0.42,0.21,0.63,0.42,0.63,Matches,Barcelona,
13,Gerard Martín,es ESP,DF,22-340,11.0,4,390.0,4.3,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.4,0.4,6.0,16.0,33.0,0.0,0.23,0.23,0.0,0.23,0.0,0.1,0.1,0.0,0.1,Matches,Barcelona,
14,Pablo Torre,es ESP,"MF,FW",21-247,7.0,4,248.0,2.8,3.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.3,0.3,0.5,0.8,5.0,15.0,15.0,1.09,0.36,1.45,1.09,1.45,0.09,0.19,0.28,0.09,0.28,Matches,Barcelona,
15,Eric García,es ESP,MF,23-332,9.0,3,452.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.4,0.9,8.0,29.0,5.0,0.0,0.2,0.2,0.0,0.2,0.12,0.07,0.19,0.12,0.19,Matches,Barcelona,
16,Fermin López,es ESP,"MF,FW",21-209,10.0,3,308.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.7,0.7,0.4,1.2,10.0,15.0,25.0,0.0,0.0,0.0,0.0,0.0,0.21,0.13,0.34,0.21,0.34,Matches,Barcelona,
17,Marc Bernal,es ESP,MF,17-194,3.0,3,242.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.0,0.1,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.03,0.03,0.03,Matches,Barcelona,
18,Héctor Fort,es ESP,DF,18-126,8.0,2,272.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.6,0.7,6.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.02,0.2,0.22,0.02,0.22,Matches,Barcelona,
19,Sergi Dominguez,es ESP,DF,19-249,3.0,2,172.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona,
20,Gavi,es ESP,MF,20-123,7.0,2,164.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7,0.7,1.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,Matches,Barcelona,
21,Frenkie de Jong,nl NED,MF,27-208,7.0,1,204.0,2.3,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.2,0.2,1.2,1.4,5.0,21.0,6.0,0.44,0.44,0.88,0.44,0.88,0.11,0.51,0.62,0.11,0.62,Matches,Barcelona,
22,Pau Victor Delgado,es ESP,FW,23-010,11.0,1,166.0,1.8,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,1.8,1.8,0.4,2.3,1.0,4.0,19.0,1.08,0.54,1.63,1.08,1.63,1.0,0.22,1.22,1.0,1.22,Matches,Barcelona,
23,Ansu Fati,es ESP,FW,22-036,4.0,1,127.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,0.1,0.7,4.0,3.0,16.0,0.0,0.0,0.0,0.0,0.0,0.42,0.04,0.46,0.42,0.46,Matches,Barcelona,
24,Andreas Christensen,dk DEN,DF,28-240,1.0,0,27.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona,
25,Ander Astralaga,es ESP,GK,20-278,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Barcelona,
26,Álvaro Cortés,es ESP,DF,19-203,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Barcelona,
27,Andres Cuenca,es ESP,DF,17-178,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Barcelona,
28,Noah Darvich,de GER,MF,18-072,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Barcelona,
29,Guillermo Fernandez,es ESP,MF,16-171,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Barcelona,
30,Toni Fernández,es ESP,MF,16-174,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Barcelona,
31,Diego Kochen,us USA,GK,18-262,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Barcelona,
32,Wojciech Szczęsny,pl POL,GK,34-232,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Barcelona,
33,Álex Valle,es ESP,DF,20-225,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Barcelona,
34,Áron Yaakobishvili,hu HUN,GK,18-275,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Barcelona,
35,Squad Total,,,24.9,16.0,176,1440.0,16.0,48.0,34.0,82.0,45.0,3.0,4.0,31.0,2.0,40.3,37.2,30.8,68.0,341.0,828.0,826.0,3.0,2.12,5.12,2.81,4.94,2.52,1.93,4.45,2.32,4.25,,Barcelona,
36,Opponent Total,,,27.2,16.0,176,1440.0,16.0,17.0,13.0,30.0,15.0,2.0,2.0,46.0,0.0,19.2,17.6,15.2,32.8,207.0,355.0,348.0,1.06,0.81,1.87,0.94,1.75,1.2,0.95,2.15,1.1,2.05,,Barcelona,
0,Federico Valverde,uy URU,"MF,DF",26-137,,15,1300.0,14.4,3.0,2.0,5.0,3.0,0.0,0.0,2.0,0.0,0.7,0.7,1.4,2.1,27.0,92.0,32.0,0.21,0.14,0.35,0.21,0.35,0.05,0.1,0.14,0.05,0.14,Matches,Real-Madrid,15.0
1,Antonio Rüdiger,de GER,DF,31-278,,14,1267.0,14.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.1,1.1,10.0,53.0,2.0,0.0,0.0,0.0,0.0,0.0,0.07,0.01,0.08,0.07,0.08,Matches,Real-Madrid,15.0
2,Kylian Mbappé,fr FRA,FW,25-352,,14,1199.0,13.3,8.0,1.0,9.0,5.0,3.0,4.0,1.0,0.0,11.3,8.1,1.6,9.7,65.0,63.0,168.0,0.6,0.08,0.68,0.38,0.45,0.84,0.12,0.96,0.61,0.73,Matches,Real-Madrid,14.0
3,Thibaut Courtois,be BEL,GK,32-209,,12,1080.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Real-Madrid,12.0
4,Vinicius Júnior,br BRA,FW,24-147,,12,1069.0,11.9,8.0,5.0,13.0,6.0,2.0,2.0,4.0,0.0,5.5,4.2,4.7,8.9,81.0,43.0,129.0,0.67,0.42,1.09,0.51,0.93,0.46,0.4,0.86,0.35,0.75,Matches,Real-Madrid,13.0
5,Éder Militão,br BRA,DF,26-323,,11,938.0,10.4,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.6,0.6,0.5,1.1,7.0,46.0,1.0,0.1,0.1,0.19,0.1,0.19,0.06,0.05,0.11,0.06,0.11,Matches,Real-Madrid,12.0
6,Jude Bellingham,eng ENG,MF,21-160,,11,915.0,10.2,4.0,3.0,7.0,3.0,1.0,1.0,2.0,0.0,3.1,2.3,1.1,3.4,29.0,70.0,44.0,0.39,0.3,0.69,0.3,0.59,0.31,0.11,0.41,0.23,0.34,Matches,Real-Madrid,11.0
7,Aurélien Tchouaméni,fr FRA,"MF,DF",24-314,,11,914.0,10.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.3,0.9,9.0,85.0,5.0,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.08,0.05,0.08,Matches,Real-Madrid,11.0
8,Rodrygo,br BRA,FW,23-332,,9,817.0,9.1,3.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,1.3,1.2,1.0,2.1,39.0,38.0,96.0,0.33,0.11,0.44,0.33,0.44,0.14,0.1,0.25,0.13,0.23,Matches,Real-Madrid,13.0
9,Ferland Mendy,fr FRA,DF,29-181,,8,684.0,7.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0,26.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Real-Madrid,10.0
10,Fran Garcia,es ESP,DF,25-114,,7,667.0,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.2,0.7,14.0,38.0,52.0,0.0,0.0,0.0,0.0,0.0,0.06,0.03,0.09,0.06,0.09,Matches,Real-Madrid,12.0
11,Lucas Vázquez,es ESP,DF,33-158,,7,623.0,6.9,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.2,0.2,0.8,1.0,5.0,30.0,44.0,0.14,0.14,0.29,0.14,0.29,0.03,0.12,0.15,0.03,0.15,Matches,Real-Madrid,12.0
12,Dani Carvajal,es ESP,DF,32-330,,7,609.0,6.8,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.3,1.3,0.2,1.5,13.0,27.0,48.0,0.15,0.0,0.15,0.15,0.15,0.19,0.03,0.22,0.19,0.22,Matches,Real-Madrid,8.0
13,Luka Modrić,hr CRO,MF,39-088,,5,649.0,7.2,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.3,0.3,3.3,3.7,17.0,54.0,24.0,0.0,0.28,0.28,0.0,0.28,0.04,0.46,0.51,0.04,0.51,Matches,Real-Madrid,15.0
14,Eduardo Camavinga,fr FRA,MF,22-026,,5,388.0,4.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.3,8.0,24.0,10.0,0.0,0.23,0.23,0.0,0.23,0.03,0.03,0.06,0.03,0.06,Matches,Real-Madrid,5.0
15,Arda Güler,tr TUR,"MF,FW",19-285,,4,389.0,4.3,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.3,1.3,1.4,2.8,11.0,26.0,38.0,0.0,0.23,0.23,0.0,0.23,0.31,0.33,0.64,0.31,0.64,Matches,Real-Madrid,11.0
16,Dani Ceballos,es ESP,MF,28-121,,4,316.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,5.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches,Real-Madrid,6.0
17,Brahim Díaz,ma MAR,"FW,MF",25-125,,3,344.0,3.8,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,1.1,1.1,1.8,2.9,9.0,23.0,32.0,0.26,0.52,0.78,0.26,0.78,0.28,0.47,0.75,0.28,0.75,Matches,Real-Madrid,10.0
18,Raúl Asencio,es ESP,DF,21-297,,3,331.0,3.7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,2.0,6.0,1.0,0.0,0.27,0.27,0.0,0.27,0.0,0.12,0.12,0.0,0.12,Matches,Real-Madrid,4.0
19,Andriy Lunin,ua UKR,GK,25-299,,3,270.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.0,0.0,0.0,0.0,0.33,0.33,0.0,0.33,0.0,0.31,0.31,0.0,0.31,Matches,Real-Madrid,3.0
20,Endrick,br BRA,FW,18-138,,0,69.0,0.8,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.6,0.6,0.0,0.6,5.0,3.0,12.0,1.3,0.0,1.3,1.3,1.3,0.82,0.0,0.82,0.82,0.82,Matches,Real-Madrid,10.0
21,Jesús Vallejo,es ESP,DF,27-336,,0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Real-Madrid,1.0
22,Diego Aguado,es ESP,DF,17-303,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Real-Madrid,0.0
23,Lorenzo Aguado,es ESP,DF,22-078,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Real-Madrid,0.0
24,Chema,es ESP,MF,19-225,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Real-Madrid,0.0
25,Fran,es ESP,GK,19-165,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Real-Madrid,0.0
26,Gonzalo García,es ESP,MF,20-257,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Real-Madrid,0.0
27,David Jiménez,es ESP,DF,20-267,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Real-Madrid,0.0
28,Sergio Mestre,es ESP,GK,19-297,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Real-Madrid,0.0
29,Jacobo Ramón,es ESP,DF,19-335,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Real-Madrid,0.0
30,Squad Total,,,27.4,,165,1350.0,15.0,31.0,22.0,53.0,25.0,6.0,7.0,23.0,1.0,28.8,23.7,19.8,43.5,364.0,775.0,766.0,2.07,1.47,3.53,1.67,3.13,1.92,1.32,3.25,1.58,2.9,,Real-Madrid,15.0
31,Opponent Total,,,27.3,,165,1350.0,15.0,12.0,10.0,22.0,12.0,0.0,0.0,33.0,1.0,14.2,14.2,11.4,25.7,241.0,448.0,440.0,0.8,0.67,1.47,0.8,1.47,0.95,0.76,1.71,0.95,1.71,,Real-Madrid,15.0
0,Jan Oblak,si SVN,GK,31-334,14.0,14,1260.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Atletico-Madrid,
1,Antoine Griezmann,fr FRA,"FW,MF",33-260,15.0,13,1104.0,12.3,5.0,4.0,9.0,4.0,1.0,1.0,1.0,0.0,3.4,2.6,3.7,6.3,23.0,72.0,83.0,0.41,0.33,0.73,0.33,0.65,0.28,0.3,0.58,0.21,0.51,Matches,Atletico-Madrid,
2,Koke,es ESP,MF,32-333,15.0,12,1062.0,11.8,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,2.0,10.0,58.0,8.0,0.08,0.0,0.08,0.08,0.08,0.08,0.09,0.17,0.08,0.17,Matches,Atletico-Madrid,
3,José María Giménez,uy URU,DF,29-321,13.0,10,1018.0,11.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.0,0.3,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,Atletico-Madrid,
4,Julián Álvarez,ar ARG,"FW,MF",24-310,15.0,10,855.0,9.5,5.0,2.0,7.0,5.0,0.0,0.0,2.0,0.0,3.4,3.4,1.4,4.8,24.0,25.0,54.0,0.53,0.21,0.74,0.53,0.74,0.36,0.15,0.51,0.36,0.51,Matches,Atletico-Madrid,
5,Pablo Barrios,es ESP,MF,21-174,10.0,9,798.0,8.9,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,1.0,1.4,10.0,53.0,26.0,0.0,0.11,0.11,0.0,0.11,0.04,0.11,0.16,0.04,0.16,Matches,Atletico-Madrid,
6,Marcos Llorente,es ESP,"DF,MF",29-311,10.0,9,764.0,8.5,2.0,2.0,4.0,2.0,0.0,0.0,0.0,1.0,0.2,0.2,2.4,2.6,20.0,35.0,61.0,0.24,0.24,0.47,0.24,0.47,0.03,0.28,0.31,0.03,0.31,Matches,Atletico-Madrid,
7,Nahuel Molina,ar ARG,DF,26-244,10.0,9,705.0,7.8,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.6,1.0,18.0,27.0,42.0,0.0,0.13,0.13,0.0,0.13,0.05,0.07,0.13,0.05,0.13,Matches,Atletico-Madrid,
8,Samuel Lino,br BRA,"MF,DF",24-349,12.0,9,651.0,7.2,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,1.4,4.4,23.0,33.0,75.0,0.0,0.14,0.14,0.0,0.14,0.41,0.2,0.61,0.41,0.61,Matches,Atletico-Madrid,
9,Conor Gallagher,eng ENG,MF,24-304,11.0,8,689.0,7.7,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.1,1.1,0.1,1.2,6.0,21.0,22.0,0.26,0.0,0.26,0.26,0.26,0.14,0.01,0.15,0.14,0.15,Matches,Atletico-Madrid,
10,Alexander Sørloth,no NOR,FW,29-001,15.0,7,690.0,7.7,6.0,2.0,8.0,6.0,0.0,0.0,0.0,0.0,5.5,5.5,1.3,6.9,12.0,12.0,38.0,0.78,0.26,1.04,0.78,1.04,0.72,0.17,0.9,0.72,0.9,Matches,Atletico-Madrid,
11,Reinildo Mandava,mz MOZ,DF,30-320,13.0,7,647.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.1,0.2,8.0,22.0,6.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,Matches,Atletico-Madrid,
12,Robin Le Normand,es ESP,DF,28-025,7.0,7,630.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.1,0.4,4.0,28.0,2.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,Matches,Atletico-Madrid,
13,Axel Witsel,be BEL,DF,35-329,9.0,7,620.0,6.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.6,2.0,16.0,1.0,0.0,0.15,0.15,0.0,0.15,0.0,0.08,0.08,0.0,0.08,Matches,Atletico-Madrid,
14,Rodrigo De Paul,ar ARG,MF,30-196,14.0,6,651.0,7.2,1.0,3.0,4.0,1.0,0.0,0.0,3.0,0.0,0.7,0.7,2.3,3.0,22.0,75.0,33.0,0.14,0.41,0.55,0.14,0.55,0.09,0.32,0.41,0.09,0.41,Matches,Atletico-Madrid,
15,Clément Lenglet,fr FRA,DF,29-172,6.0,6,485.0,5.4,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,1.3,1.3,0.1,1.4,7.0,25.0,0.0,0.19,0.0,0.19,0.19,0.19,0.24,0.01,0.25,0.24,0.25,Matches,Atletico-Madrid,
16,César Azpilicueta,es ESP,DF,35-100,6.0,6,480.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,7.0,39.0,6.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches,Atletico-Madrid,
17,Javi Galán,es ESP,DF,30-017,7.0,5,406.0,4.5,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.3,1.3,15.0,13.0,28.0,0.0,0.44,0.44,0.0,0.44,0.01,0.29,0.3,0.01,0.3,Matches,Atletico-Madrid,
18,Giuliano Simeone,ar ARG,"MF,DF",21-354,10.0,4,426.0,4.7,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,0.3,0.3,0.8,1.1,23.0,14.0,50.0,0.21,0.42,0.63,0.21,0.63,0.07,0.16,0.23,0.07,0.23,Matches,Atletico-Madrid,
19,Rodrigo Riquelme,es ESP,"DF,MF",24-248,10.0,4,404.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.5,1.2,35.0,19.0,48.0,0.0,0.0,0.0,0.0,0.0,0.15,0.12,0.27,0.15,0.27,Matches,Atletico-Madrid,
20,Ángel Correa,ar ARG,"FW,MF",29-272,14.0,2,407.0,4.5,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,3.2,3.2,1.1,4.3,11.0,11.0,43.0,0.44,0.22,0.66,0.44,0.66,0.71,0.25,0.95,0.71,0.95,Matches,Atletico-Madrid,
21,Juan Musso,ar ARG,GK,30-214,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Atletico-Madrid,
22,Thomas Lemar,fr FRA,MF,29-024,1.0,0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,Matches,Atletico-Madrid,
23,Aitor Gismera,es ESP,MF,20-289,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Atletico-Madrid,
24,Antonio Gomis,es ESP,GK,21-200,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Atletico-Madrid,
25,Alejandro Iturbe,es ESP,GK,21-095,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Atletico-Madrid,
26,Ilias Kostis,gr GRE,DF,21-283,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Atletico-Madrid,
27,Horaţiu Moldovan,ro ROU,GK,26-321,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Atletico-Madrid,
28,Javier Serrano,es ESP,MF,21-325,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Atletico-Madrid,
29,Gerónimo Spina,ar ARG,DF,19-301,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Atletico-Madrid,
30,Arthur Vermeeren,be BEL,MF,19-303,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Atletico-Madrid,
31,Squad Total,,,29.2,15.0,165,1350.0,15.0,26.0,22.0,48.0,25.0,1.0,1.0,29.0,1.0,25.2,24.4,19.7,44.1,280.0,628.0,626.0,1.73,1.47,3.2,1.67,3.13,1.68,1.31,2.99,1.63,2.94,,Atletico-Madrid,
32,Opponent Total,,,27.5,15.0,165,1350.0,15.0,6.0,5.0,11.0,5.0,1.0,1.0,24.0,0.0,11.8,11.0,8.8,19.8,226.0,612.0,608.0,0.4,0.33,0.73,0.33,0.67,0.79,0.59,1.37,0.73,1.32,,Atletico-Madrid,
0,Iñaki Williams,gh GHA,FW,30-174,15.0,14,1203.0,13.4,3.0,4.0,7.0,3.0,0.0,0.0,0.0,0.0,3.5,3.5,4.2,7.6,37.0,29.0,125.0,0.22,0.3,0.52,0.22,0.52,0.26,0.31,0.57,0.26,0.57,Matches,Athletic-Club,
1,Julen Agirrezabala,es ESP,GK,23-346,13.0,13,1116.0,12.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Athletic-Club,
